bedrooms,bathrooms,area,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,furnishingstatus,price
4,4,1948,2,no,no,no,yes,yes,yes,3,semi-furnished,387964
2,3,862,2,yes,yes,no,no,yes,no,2,semi-furnished,207091
4,5,2338,1,yes,yes,yes,no,no,no,2,furnished,497231
3,3,1891,3,yes,no,no,no,no,yes,2,furnished,378020
1,1,910,2,yes,no,no,no,yes,no,3,semi-furnished,181450
5,6,2545,2,yes,no,no,no,yes,yes,2,furnished,547737
1,1,1114,2,no,no,no,no,yes,no,3,furnished,199929
2,3,1344,3,yes,no,yes,no,no,yes,1,furnished,295586
5,5,2680,4,no,no,no,no,no,no,1,furnished,549216
5,5,2440,2,yes,no,yes,no,yes,no,2,furnished,489088
3,2,1962,2,yes,no,yes,no,no,yes,0,unfurnished,352997
3,4,1764,4,yes,no,no,no,no,no,3,semi-furnished,366314
3,5,1738,2,yes,no,yes,yes,yes,yes,2,unfurnished,354188
2,2,1045,1,yes,no,yes,no,no,yes,3,furnished,263707
2,1,1357,1,yes,yes,yes,no,yes,yes,1,furnished,323235
3,2,1533,3,yes,yes,no,no,yes,yes,2,unfurnished,293862
4,4,1972,2,yes,no,no,no,yes,yes,1,semi-furnished,380288
4,4,1936,2,yes,no,no,no,no,yes,2,furnished,414808
4,3,1886,2,yes,yes,yes,no,yes,yes,2,semi-furnished,422642
1,2,1324,1,yes,no,no,no,yes,yes,3,semi-furnished,277719
3,3,1966,2,yes,no,no,no,no,yes,2,unfurnished,322002
1,1,1284,1,yes,yes,no,no,yes,no,1,furnished,261716
3,5,1455,2,yes,no,yes,yes,no,no,3,semi-furnished,341458
3,3,1714,2,yes,no,no,yes,yes,yes,1,unfurnished,353751
4,6,1841,2,yes,no,no,no,yes,no,1,unfurnished,366622
3,3,1560,3,yes,no,yes,no,yes,no,0,unfurnished,297314
2,3,1116,3,yes,no,yes,no,no,no,2,furnished,293062
2,3,1547,3,yes,no,yes,no,yes,yes,1,unfurnished,315618
4,5,2020,1,yes,no,no,no,yes,yes,1,unfurnished,427297
3,5,1913,1,yes,no,yes,no,no,no,3,unfurnished,375734
2,2,1420,2,yes,no,no,no,yes,no,2,unfurnished,254470
1,3,1360,3,yes,no,yes,no,no,yes,0,unfurnished,230717
4,4,1804,3,yes,no,no,no,no,yes,2,furnished,400633
1,1,1151,3,yes,yes,yes,no,yes,no,3,furnished,231318
4,4,2329,2,yes,yes,no,no,yes,no,0,unfurnished,400178
4,5,1905,2,yes,yes,no,no,yes,no,2,furnished,445861
1,1,1101,2,no,yes,yes,no,yes,yes,2,furnished,247314
1,2,967,1,no,no,no,no,no,yes,2,semi-furnished,206326
6,6,2854,1,yes,no,yes,no,no,yes,1,unfurnished,534231
3,4,1535,3,yes,no,no,no,yes,yes,2,furnished,355568
3,4,1556,1,yes,no,no,no,yes,yes,0,semi-furnished,315408
4,4,2509,1,yes,no,yes,no,yes,no,2,furnished,509783
5,5,2500,1,yes,no,yes,no,yes,yes,0,furnished,534084
6,6,3056,3,yes,no,yes,no,yes,no,1,furnished,637491
4,4,1941,2,yes,no,no,no,yes,yes,0,furnished,404276
3,2,1544,2,yes,no,no,yes,yes,yes,2,unfurnished,290620
1,1,1116,3,no,no,no,yes,yes,yes,1,unfurnished,245089
4,4,1830,2,yes,yes,yes,no,no,yes,1,unfurnished,396169
3,5,1616,2,no,no,yes,no,yes,no,1,furnished,328081
3,4,1706,1,no,no,no,no,no,yes,2,semi-furnished,279966
5,5,2522,1,yes,yes,yes,no,yes,yes,1,furnished,550809
2,3,1264,3,yes,no,no,no,no,yes,2,furnished,311901
3,3,1779,3,yes,no,yes,yes,yes,yes,0,semi-furnished,349205
1,1,1038,2,yes,yes,yes,yes,no,no,0,unfurnished,210993
3,4,1846,2,yes,no,no,no,no,yes,2,furnished,396241
1,1,702,2,yes,no,no,no,yes,no,3,furnished,166064
2,2,1243,1,yes,no,no,no,yes,no,0,unfurnished,230282
2,4,1538,1,yes,no,yes,no,no,yes,0,semi-furnished,292350
3,4,1878,1,yes,no,yes,no,no,yes,0,unfurnished,338625
4,5,1825,1,yes,no,no,yes,no,no,2,unfurnished,360403
3,4,1770,3,yes,no,no,yes,no,no,1,semi-furnished,337892
5,6,2104,1,yes,no,no,no,yes,yes,2,furnished,521727
3,3,1709,1,yes,yes,yes,no,yes,yes,0,unfurnished,342956
2,2,1679,2,yes,no,no,no,yes,yes,0,furnished,343178
4,3,1910,3,yes,no,no,no,no,yes,1,furnished,410939
2,2,1133,1,yes,no,no,no,yes,yes,2,unfurnished,244455
5,6,2652,1,no,no,no,no,yes,yes,2,semi-furnished,493599
1,1,591,2,yes,no,no,yes,no,yes,0,furnished,157355
5,6,2373,3,yes,no,no,no,no,yes,3,semi-furnished,467572
1,3,1019,2,yes,no,no,no,yes,yes,1,unfurnished,227068
4,5,1973,3,no,yes,no,no,yes,no,2,furnished,436786
3,4,1652,4,yes,no,no,yes,yes,yes,2,furnished,428626
6,6,3048,3,yes,no,no,no,yes,no,1,furnished,667419
1,1,984,2,yes,no,no,yes,no,yes,2,furnished,232708
3,4,1753,2,yes,no,yes,no,yes,no,2,unfurnished,335728
5,5,2432,1,yes,yes,yes,no,no,yes,1,unfurnished,442918
3,4,1774,4,yes,no,yes,no,no,no,2,semi-furnished,377068
3,3,1675,2,no,no,yes,no,yes,yes,1,furnished,368755
3,4,1791,1,yes,yes,yes,no,yes,yes,2,furnished,421218
3,5,1600,2,yes,yes,yes,no,yes,no,1,furnished,410645
3,3,1663,1,yes,yes,yes,no,yes,yes,2,furnished,367105
3,3,1502,2,yes,no,no,yes,yes,no,1,furnished,306089
5,6,2492,2,no,no,yes,no,no,yes,0,semi-furnished,477263
1,1,737,2,yes,no,yes,no,yes,yes,1,furnished,210130
2,3,1077,3,yes,no,no,no,no,yes,0,unfurnished,234337
5,6,2551,1,yes,no,no,no,yes,no,2,unfurnished,441206
4,4,2142,2,no,yes,no,no,yes,yes,1,semi-furnished,426773
3,3,1856,2,yes,no,no,no,no,no,2,furnished,345953
3,3,1613,2,yes,no,no,no,yes,yes,1,unfurnished,290805
2,3,1381,3,yes,no,no,no,yes,no,2,unfurnished,257410
2,2,1410,2,yes,no,no,yes,yes,yes,2,furnished,297361
3,4,1788,2,no,no,no,yes,yes,yes,3,unfurnished,357357
3,3,1534,1,yes,no,no,no,no,yes,3,unfurnished,303807
3,4,1729,3,yes,no,no,no,yes,yes,2,semi-furnished,391765
1,2,972,2,yes,no,no,no,yes,yes,2,furnished,222342
5,6,2501,3,yes,yes,yes,yes,yes,yes,1,semi-furnished,518481
6,6,2482,1,yes,no,no,no,no,yes,2,semi-furnished,523839
3,4,1732,1,no,no,no,no,yes,yes,3,semi-furnished,339263
3,4,2142,2,yes,yes,no,no,yes,yes,0,unfurnished,411920
2,3,1227,3,no,yes,no,no,yes,yes,2,unfurnished,265056
4,6,1954,2,yes,yes,no,no,yes,yes,1,furnished,407746
3,3,1774,3,yes,no,no,yes,yes,no,2,semi-furnished,364675
2,2,1362,2,yes,no,no,no,yes,no,1,semi-furnished,269666
5,6,2738,2,yes,no,yes,no,yes,yes,2,furnished,609620
4,4,1848,1,no,no,no,no,yes,no,2,furnished,345604
5,6,2646,3,no,no,yes,yes,yes,no,3,unfurnished,477260
4,5,2218,1,yes,no,yes,no,no,yes,2,semi-furnished,427293
3,2,1671,3,yes,yes,no,no,no,yes,2,furnished,350625
3,4,1767,3,yes,no,yes,no,yes,no,1,furnished,421284
5,5,2705,3,no,no,no,yes,yes,no,1,semi-furnished,490744
4,5,2274,2,no,yes,yes,yes,yes,no,1,semi-furnished,435942
1,2,671,2,yes,no,yes,yes,no,no,1,furnished,185288
1,3,1064,3,yes,no,no,no,yes,yes,1,semi-furnished,238900
3,2,1687,1,yes,yes,yes,yes,no,yes,2,furnished,308708
4,4,2114,2,yes,yes,no,no,yes,yes,2,furnished,451304
6,6,2914,1,yes,yes,no,yes,yes,yes,2,semi-furnished,542608
2,3,1269,2,yes,no,no,no,no,yes,1,furnished,291228
3,4,1938,1,yes,no,no,yes,no,yes,1,unfurnished,341782
3,3,1683,1,yes,no,no,no,no,yes,2,furnished,357911
5,5,2276,2,no,yes,no,no,yes,yes,0,semi-furnished,405855
4,4,2021,2,yes,no,no,no,yes,yes,1,furnished,430250
4,5,2135,2,yes,no,yes,no,yes,yes,0,furnished,491732
3,3,1945,1,yes,yes,no,yes,yes,yes,0,unfurnished,376588
3,3,1820,2,yes,no,no,no,yes,yes,1,semi-furnished,363397
2,4,1129,1,yes,no,no,no,yes,no,0,unfurnished,190770
1,1,1397,2,yes,no,no,yes,yes,no,1,semi-furnished,260010
4,6,2152,2,yes,yes,no,no,yes,yes,2,semi-furnished,459932
4,5,2355,2,yes,yes,no,yes,no,yes,0,unfurnished,426256
6,6,2869,3,yes,no,no,no,no,no,1,semi-furnished,497393
6,6,3006,2,yes,no,yes,no,yes,yes,3,semi-furnished,613077
3,2,1867,3,yes,no,yes,no,yes,no,2,unfurnished,325196
4,5,2343,2,yes,no,no,no,yes,yes,1,unfurnished,433083
5,6,2711,2,yes,no,no,yes,no,no,3,furnished,560635
4,5,2274,2,yes,no,yes,no,yes,no,1,semi-furnished,466391
2,2,1236,1,yes,no,yes,yes,no,no,0,furnished,255460
3,4,1585,2,yes,no,yes,no,no,yes,3,furnished,378277
2,3,1366,2,no,no,no,yes,yes,no,2,semi-furnished,289788
5,6,2686,2,yes,no,no,no,yes,no,1,unfurnished,462155
3,4,1655,1,yes,no,no,no,no,no,2,semi-furnished,331916
2,3,1513,1,yes,no,yes,no,yes,yes,2,unfurnished,288587
3,4,1990,3,yes,no,yes,no,yes,no,0,furnished,391419
3,2,1516,2,yes,yes,yes,no,no,yes,1,semi-furnished,318089
3,3,1532,1,yes,no,yes,no,yes,yes,1,unfurnished,318674
2,1,1271,2,yes,no,no,no,no,yes,3,furnished,303672
3,3,1761,2,no,no,no,no,no,yes,0,furnished,380611
3,3,1595,3,yes,no,yes,no,no,no,2,semi-furnished,316874
4,3,2370,1,yes,no,yes,no,yes,no,0,unfurnished,380655
3,3,1784,1,no,no,yes,no,yes,yes,1,semi-furnished,334959
4,4,2107,3,yes,no,no,yes,yes,no,2,semi-furnished,383601
3,4,1412,1,yes,yes,yes,no,no,no,2,semi-furnished,301664
3,5,1436,1,yes,no,yes,yes,no,yes,0,furnished,340834
4,3,2156,4,yes,no,yes,yes,yes,yes,1,unfurnished,427269
3,5,1273,2,yes,no,no,no,yes,yes,2,furnished,286805
2,3,1502,1,yes,no,no,no,yes,yes,0,furnished,294953
1,1,868,1,yes,yes,no,no,no,yes,0,semi-furnished,158907
4,3,2748,1,yes,no,yes,yes,no,yes,2,unfurnished,492502
3,4,2161,1,no,no,no,no,no,yes,2,unfurnished,344043
4,5,2063,3,yes,yes,no,no,no,no,0,unfurnished,385093
2,3,1278,2,yes,no,yes,yes,no,no,2,furnished,287651
2,1,1499,3,no,no,yes,no,no,yes,3,furnished,336972
1,1,1240,3,yes,yes,no,no,yes,yes,0,furnished,270436
3,3,1372,2,yes,yes,yes,no,yes,yes,2,unfurnished,306064
3,3,1342,1,yes,no,no,yes,no,yes,0,unfurnished,251946
3,3,1575,2,yes,no,no,no,yes,yes,0,unfurnished,260953
3,3,1816,3,yes,no,no,no,yes,yes,0,furnished,386649
5,6,2599,3,yes,no,yes,no,yes,yes,1,semi-furnished,532333
2,4,1513,1,no,no,no,no,yes,yes,2,semi-furnished,260990
3,3,1460,2,no,no,no,yes,yes,yes,1,unfurnished,257526
4,6,1636,2,no,no,yes,no,yes,no,2,semi-furnished,363432
3,3,1871,3,no,no,no,no,yes,yes,1,unfurnished,340302
3,3,1534,1,yes,yes,yes,yes,yes,yes,1,furnished,343679
4,4,1696,2,yes,no,yes,no,yes,yes,2,furnished,399666
5,6,2529,3,no,no,no,no,no,no,2,furnished,482472
2,4,1458,2,yes,yes,yes,yes,yes,no,2,furnished,366749
5,6,2475,2,no,no,yes,no,yes,yes,2,furnished,516802
3,3,1608,1,yes,no,yes,no,yes,no,1,furnished,354649
2,3,1268,1,yes,no,no,no,yes,yes,2,furnished,288134
3,3,1625,2,yes,no,no,no,yes,no,1,semi-furnished,334491
6,6,2630,3,no,no,yes,no,no,yes,2,unfurnished,489754
3,4,1557,1,yes,no,no,no,no,yes,3,unfurnished,310065
2,2,1404,2,yes,yes,yes,no,yes,no,0,furnished,264433
3,4,1764,2,yes,no,no,no,yes,yes,1,furnished,344961
2,3,1333,1,yes,no,no,yes,yes,no,2,furnished,295930
1,1,700,2,yes,no,no,no,no,yes,2,unfurnished,116299
2,3,1263,3,yes,yes,no,yes,no,no,0,semi-furnished,249073
2,2,864,3,yes,no,no,yes,yes,yes,3,furnished,264807
2,3,1335,2,yes,no,yes,no,yes,yes,2,unfurnished,291133
2,3,1585,2,yes,no,no,no,no,no,0,furnished,290538
3,4,1405,1,yes,no,yes,no,no,no,0,unfurnished,240829
2,3,1182,3,yes,no,no,no,yes,no,2,furnished,281405
2,3,1365,1,yes,no,yes,no,no,no,0,furnished,308365
4,4,2350,3,no,yes,yes,no,yes,no,0,semi-furnished,421455
3,4,1610,1,yes,no,yes,no,yes,yes,2,unfurnished,311133
3,3,1561,3,yes,yes,yes,no,no,yes,2,unfurnished,315821
2,2,906,3,yes,no,no,no,yes,yes,2,semi-furnished,231638
2,2,1320,3,yes,no,no,no,no,yes,1,furnished,311380
1,1,1308,1,yes,no,no,no,yes,no,2,semi-furnished,195665
2,3,1355,2,yes,no,no,no,yes,yes,3,unfurnished,241634
2,1,1295,2,yes,no,no,yes,yes,no,1,semi-furnished,284519
2,3,1364,3,yes,yes,yes,no,yes,yes,2,unfurnished,289133
1,1,897,1,yes,no,yes,no,yes,no,3,semi-furnished,191579
2,1,1137,4,yes,no,yes,no,no,yes,2,semi-furnished,239673
3,4,1864,3,yes,no,yes,no,yes,yes,2,semi-furnished,395863
2,1,1345,1,yes,no,yes,no,no,no,1,unfurnished,250601
3,3,1703,3,yes,no,yes,no,yes,yes,2,unfurnished,346355
3,4,1504,2,no,no,yes,no,no,yes,2,semi-furnished,354521
3,2,1960,2,yes,yes,yes,no,yes,yes,2,semi-furnished,377975
1,2,1032,2,yes,no,no,no,yes,yes,3,furnished,236058
4,3,1989,2,yes,no,yes,no,yes,yes,0,furnished,435510
3,3,1900,3,no,yes,no,no,yes,no,0,unfurnished,334299
1,2,800,2,yes,no,no,no,yes,yes,0,furnished,196608
4,4,1943,2,yes,no,no,no,yes,yes,2,unfurnished,349471
5,5,2348,2,yes,no,yes,no,no,yes,0,unfurnished,450010
1,1,545,3,no,no,yes,no,no,no,2,unfurnished,117916
2,2,1394,1,no,no,yes,yes,no,no,1,unfurnished,226660
4,5,1733,3,no,yes,yes,yes,yes,yes,1,semi-furnished,390157
4,4,1854,2,yes,yes,yes,yes,no,yes,1,unfurnished,358249
2,3,884,1,yes,no,no,no,no,yes,2,furnished,207384
2,3,1282,1,yes,yes,no,no,yes,no,2,semi-furnished,205822
3,3,1669,2,yes,no,no,yes,yes,no,3,unfurnished,347224
3,5,1634,3,no,no,no,yes,yes,no,2,furnished,372306
3,3,1491,2,yes,no,yes,no,yes,yes,0,unfurnished,297584
3,5,1465,3,yes,no,no,no,yes,yes,0,unfurnished,292455
3,2,1792,1,yes,no,yes,no,yes,yes,3,unfurnished,280519
4,5,1989,2,yes,no,no,no,no,yes,2,furnished,426661
1,1,963,4,yes,no,no,no,yes,yes,0,semi-furnished,212305
2,2,1122,3,yes,no,no,no,yes,yes,2,furnished,289829
4,5,2136,1,yes,no,yes,no,no,no,1,unfurnished,401165
4,5,2360,2,yes,yes,no,yes,no,yes,1,semi-furnished,459077
3,2,1817,1,yes,no,yes,yes,no,no,0,semi-furnished,350569
3,3,1617,2,yes,no,yes,yes,yes,yes,2,semi-furnished,337871
2,3,1351,3,yes,no,yes,no,yes,no,0,furnished,318541
3,4,1651,3,yes,no,yes,no,yes,no,1,furnished,362746
3,5,1701,1,yes,no,no,yes,yes,no,1,furnished,347065
2,3,1234,3,yes,no,no,no,yes,no,0,semi-furnished,223569
2,4,1267,2,yes,yes,yes,no,yes,no,2,unfurnished,247750
3,4,1742,2,yes,no,no,no,no,yes,0,furnished,382377
1,1,701,2,no,yes,no,no,yes,yes,1,furnished,157783
2,2,1096,2,no,no,no,no,yes,no,3,semi-furnished,197235
2,3,1022,2,no,no,no,no,yes,no,1,unfurnished,210914
2,3,979,2,yes,yes,yes,yes,no,no,1,furnished,258961
2,1,1056,2,no,yes,yes,no,yes,yes,1,furnished,271929
4,4,2131,1,no,no,no,no,yes,yes,2,furnished,450379
3,5,1521,3,no,yes,no,no,yes,no,2,furnished,336285
3,4,1802,2,yes,yes,no,no,yes,no,0,furnished,376698
4,4,2106,1,yes,no,no,no,yes,yes,2,furnished,450680
3,3,1306,3,no,no,no,no,yes,yes,2,unfurnished,252336
1,1,1030,3,yes,no,yes,no,yes,yes,2,semi-furnished,202187
3,3,1862,3,yes,no,yes,no,no,yes,0,furnished,382491
3,3,1501,2,no,yes,yes,no,yes,yes,0,semi-furnished,354807
4,3,2184,1,yes,no,no,no,no,yes,2,semi-furnished,397129
3,4,1528,2,yes,no,no,no,yes,no,2,unfurnished,320017
2,2,1319,1,yes,no,no,yes,yes,yes,2,furnished,280748
2,3,1047,3,no,no,no,no,yes,yes,1,unfurnished,237416
3,4,1341,1,yes,no,no,no,yes,no,0,unfurnished,275969
3,3,1623,1,yes,no,no,no,yes,no,2,furnished,356875
3,4,1675,2,yes,yes,no,no,yes,no,2,unfurnished,328756
3,3,1620,2,yes,yes,yes,yes,no,yes,0,semi-furnished,365017
6,6,2663,3,yes,no,no,yes,no,no,0,semi-furnished,517405
3,3,1620,2,no,yes,no,no,no,yes,1,furnished,380880
2,3,1353,1,no,no,yes,no,yes,no,2,furnished,253215
2,3,1291,1,yes,no,yes,no,yes,no,2,semi-furnished,270431
2,2,1336,2,yes,yes,no,yes,yes,yes,2,furnished,313084
2,2,1165,1,yes,no,yes,no,yes,yes,2,semi-furnished,236209
2,3,1534,2,yes,yes,no,no,yes,yes,0,furnished,340583
2,3,1064,2,yes,no,yes,no,yes,no,2,semi-furnished,210312
2,2,1397,3,no,no,no,yes,no,yes,3,semi-furnished,261638
2,3,1536,3,no,no,no,no,yes,no,3,furnished,274336
4,4,2196,3,yes,no,yes,no,yes,yes,2,semi-furnished,474818
1,2,859,3,yes,yes,no,no,yes,yes,1,semi-furnished,197053
3,3,1594,1,yes,no,no,no,yes,no,2,furnished,377159
3,4,1907,1,yes,no,no,no,no,no,2,furnished,396524
6,6,2615,2,yes,no,no,no,yes,no,2,furnished,568781
2,2,1105,3,no,no,no,yes,no,yes,1,furnished,237365
3,2,1620,4,no,no,yes,yes,yes,yes,3,unfurnished,304472
5,5,2747,3,yes,no,no,yes,yes,yes,1,semi-furnished,532981
4,5,2175,1,no,no,no,no,no,yes,0,furnished,436719
4,4,1906,3,yes,yes,yes,no,yes,yes,0,furnished,416792
2,3,1237,2,yes,no,yes,no,yes,no,2,furnished,256518
2,1,1177,1,yes,no,yes,yes,yes,yes,1,semi-furnished,226777
3,3,1558,2,yes,no,no,no,yes,yes,0,furnished,376773
5,5,2695,1,no,yes,no,no,no,yes,2,semi-furnished,544485
3,2,1425,2,yes,no,yes,no,no,yes,2,furnished,336449
3,3,2021,2,yes,yes,no,yes,no,no,2,unfurnished,355498
2,2,1465,2,yes,no,no,no,yes,yes,1,furnished,300093
4,4,2318,2,yes,no,yes,no,yes,yes,2,semi-furnished,435078
2,2,1207,3,yes,no,no,no,yes,yes,0,unfurnished,263343
2,3,1270,2,yes,no,no,no,no,no,1,semi-furnished,280441
3,4,1413,2,yes,yes,no,yes,no,no,1,unfurnished,264691
3,2,1595,3,yes,yes,yes,no,yes,no,2,semi-furnished,326363
2,2,1398,3,yes,no,yes,no,yes,yes,1,semi-furnished,280550
2,4,1559,1,yes,yes,yes,no,yes,yes,0,semi-furnished,310879
3,4,1478,2,yes,no,no,no,yes,no,1,unfurnished,308078
2,3,1226,1,yes,yes,no,yes,yes,no,1,semi-furnished,222736
3,3,1669,1,no,no,no,yes,yes,no,3,unfurnished,306609
2,3,1020,2,yes,no,yes,no,yes,no,3,furnished,277224
3,4,1818,3,yes,no,yes,no,no,yes,0,semi-furnished,361674
3,4,1555,1,yes,no,no,no,no,no,0,unfurnished,296461
1,3,860,3,yes,no,no,no,no,no,0,furnished,195233
2,2,1209,3,yes,no,no,yes,yes,no,2,unfurnished,258422
2,1,1142,3,yes,no,no,no,yes,yes,0,furnished,222601
1,2,898,1,yes,no,yes,yes,yes,yes,0,unfurnished,181784
6,6,2856,3,yes,no,yes,no,yes,yes,2,semi-furnished,573669
2,2,1225,2,yes,no,yes,no,yes,yes,1,furnished,234055
4,4,1954,2,yes,no,yes,no,no,yes,0,unfurnished,351760
2,1,1363,1,yes,yes,yes,no,yes,no,1,furnished,267272
3,3,2030,1,yes,no,yes,yes,no,yes,1,furnished,435954
4,5,2127,3,yes,no,yes,no,no,yes,2,furnished,465689
3,4,1899,2,yes,yes,yes,no,no,yes,3,semi-furnished,377262
3,3,1421,1,yes,yes,no,no,no,yes,0,unfurnished,293869
3,3,1731,1,yes,no,yes,no,yes,no,1,furnished,328419
2,1,1080,2,yes,no,no,no,no,yes,3,semi-furnished,187055
5,5,2204,1,yes,no,no,no,yes,yes,2,furnished,480920
4,5,1952,3,no,no,no,no,no,no,1,unfurnished,325285
5,6,2738,1,yes,no,no,no,yes,no,2,furnished,525600
2,3,1490,1,yes,no,yes,yes,yes,yes,0,furnished,336688
4,3,2148,2,yes,yes,no,no,yes,no,2,furnished,459993
5,6,2193,2,yes,no,no,no,yes,no,3,semi-furnished,463245
2,3,1260,2,yes,yes,no,yes,yes,no,2,unfurnished,273375
1,2,960,2,yes,yes,yes,yes,yes,yes,1,semi-furnished,249732
4,4,2135,4,yes,yes,yes,no,no,no,0,furnished,415358
3,3,1331,2,yes,no,yes,no,yes,yes,2,semi-furnished,314264
4,4,1921,1,yes,yes,no,no,yes,yes,2,unfurnished,364927
2,1,1287,2,yes,yes,no,no,yes,yes,2,furnished,273057
4,4,2207,3,yes,no,yes,no,yes,yes,0,furnished,487124
2,2,860,2,yes,yes,no,no,yes,no,2,furnished,186424
2,2,1267,1,yes,no,no,no,no,yes,2,unfurnished,203017
2,3,1328,3,yes,no,no,no,yes,yes,1,semi-furnished,289199
4,4,2269,2,yes,no,no,no,yes,yes,1,semi-furnished,439499
3,2,1838,2,yes,yes,no,no,yes,yes,1,furnished,387478
3,5,1816,1,no,yes,yes,no,yes,no,2,furnished,376759
3,5,1540,1,yes,no,no,no,yes,yes,2,unfurnished,329676
4,5,1718,2,yes,yes,yes,no,no,no,2,furnished,423190
3,5,1621,1,no,no,no,no,yes,no,1,unfurnished,296226
4,5,2300,2,yes,yes,no,no,yes,no,3,semi-furnished,421653
3,5,1978,2,yes,no,no,no,yes,no,2,furnished,402459
3,2,1842,1,no,no,no,no,yes,yes,1,semi-furnished,344398
3,3,1785,3,yes,no,yes,no,no,no,0,unfurnished,346743
2,2,1375,3,yes,no,yes,no,yes,no,1,semi-furnished,264369
4,4,1988,3,yes,no,no,no,yes,no,3,unfurnished,370566
3,3,1673,1,yes,no,yes,no,no,no,1,furnished,343790
2,3,1633,1,yes,no,no,no,yes,no,1,semi-furnished,294205
4,5,1911,2,yes,no,yes,no,no,no,0,unfurnished,349698
3,4,2022,1,no,yes,yes,no,yes,no,2,unfurnished,301756
3,3,1635,4,no,yes,yes,no,yes,yes,1,semi-furnished,370565
5,6,2765,1,no,no,no,no,no,yes,1,semi-furnished,539683
3,4,1418,2,no,yes,no,no,no,yes,1,furnished,315686
2,2,1417,2,no,no,yes,no,yes,yes,1,furnished,281162
5,6,2352,2,yes,yes,yes,no,no,no,1,furnished,515033
3,3,1416,1,yes,no,no,no,yes,no,2,furnished,305507
2,2,1343,2,yes,yes,yes,no,yes,no,2,furnished,321394
2,4,1501,1,no,no,no,no,yes,no,2,furnished,302530
4,4,1931,3,yes,yes,no,no,yes,yes,2,unfurnished,370867
3,3,1400,1,yes,yes,no,no,no,no,0,semi-furnished,246631
3,4,1681,3,yes,yes,no,yes,yes,yes,2,semi-furnished,379268
4,5,2082,3,yes,no,no,no,yes,yes,0,unfurnished,406830
4,3,2209,1,yes,yes,no,no,no,yes,0,furnished,466353
2,2,1489,3,yes,no,no,no,yes,no,3,semi-furnished,263800
2,1,1288,1,yes,yes,no,yes,yes,yes,2,semi-furnished,297756
2,3,1671,4,yes,yes,yes,no,yes,no,2,furnished,332574
4,4,2144,2,yes,no,no,no,yes,yes,2,unfurnished,413472
1,1,830,2,yes,no,yes,yes,no,yes,3,furnished,177548
3,5,1377,2,yes,no,no,yes,yes,yes,2,furnished,332919
4,5,2047,1,yes,no,no,yes,yes,yes,2,furnished,483906
4,4,2032,4,yes,no,yes,no,no,no,2,unfurnished,404467
2,3,1492,1,no,no,yes,yes,yes,yes,1,semi-furnished,281017
4,5,2192,2,yes,no,no,no,yes,no,0,semi-furnished,397065
2,1,1064,2,yes,no,no,no,no,no,2,semi-furnished,207476
4,4,2134,3,yes,no,no,no,yes,no,1,furnished,450824
2,3,1434,1,yes,no,no,no,yes,yes,0,semi-furnished,299165
3,3,2005,2,no,no,yes,no,yes,no,1,semi-furnished,349555
4,5,2277,2,yes,yes,no,yes,yes,yes,1,furnished,461390
2,2,1452,3,yes,yes,no,no,yes,yes,3,semi-furnished,305791
2,1,1312,1,yes,no,no,no,yes,yes,2,furnished,267357
4,4,2177,1,no,no,yes,no,no,no,2,furnished,411263
4,4,2349,1,yes,no,no,no,yes,yes,3,unfurnished,429833
3,3,1433,3,yes,yes,yes,yes,yes,yes,3,semi-furnished,335895
3,2,1630,1,yes,no,yes,no,no,yes,2,semi-furnished,330160
3,4,1545,2,no,yes,no,no,yes,yes,3,semi-furnished,313281
2,4,1375,1,yes,no,yes,yes,no,yes,1,furnished,328284
2,3,1546,3,yes,yes,yes,no,yes,no,1,semi-furnished,282904
2,3,1180,3,yes,no,no,no,yes,yes,1,unfurnished,229045
5,5,2021,2,yes,no,no,no,no,no,2,semi-furnished,402037
3,5,1617,2,yes,yes,no,no,yes,no,2,unfurnished,356876
3,3,1882,1,yes,no,no,no,no,no,2,unfurnished,335536
3,5,1807,1,yes,no,no,yes,yes,yes,2,semi-furnished,388875
5,6,2585,1,no,yes,yes,no,yes,no,0,unfurnished,491541
2,3,1244,2,yes,no,yes,no,yes,yes,0,semi-furnished,340100
3,5,1444,2,yes,no,yes,yes,yes,yes,2,semi-furnished,340275
3,4,1803,3,yes,no,no,no,no,no,0,furnished,394522
3,3,1533,2,yes,yes,yes,no,yes,no,2,semi-furnished,343610
1,1,1336,2,no,no,yes,no,no,no,2,unfurnished,235240
4,5,2214,2,yes,no,no,yes,yes,no,2,unfurnished,439164
5,4,2383,2,yes,no,no,no,yes,yes,1,unfurnished,429573
3,4,1577,1,no,no,no,no,yes,no,2,furnished,319202
3,5,1681,2,yes,no,no,no,yes,yes,2,furnished,393623
5,5,2452,2,no,yes,yes,no,yes,yes,3,furnished,541722
4,5,2323,3,yes,yes,no,no,yes,no,2,furnished,497144
2,4,1337,3,no,no,no,no,yes,no,2,semi-furnished,296316
3,5,1553,2,yes,no,no,yes,no,yes,0,furnished,346201
3,5,2078,1,yes,yes,yes,no,no,yes,2,semi-furnished,407984
3,4,1709,2,no,yes,no,no,yes,yes,3,semi-furnished,355320
4,6,2253,2,yes,no,no,no,yes,yes,1,furnished,482297
5,6,2378,1,yes,no,yes,no,yes,no,1,furnished,473883
5,5,2572,3,yes,yes,no,no,yes,no,0,unfurnished,450037
